"name","url"
"Panasonic/Amazon sollen ihre treuen Kunden weiterhin mit aktuellen Technologien versorgen!","https://www.openpetition.de/petition/online/panasonic-amazon-sollen-ihre-treuen-kunden-weiterhin-mit-aktuellen-technologien-versorgen"
"Menschenwürdige Unterkünfte für Flüchtlinge ( mit bundesweit gültigen Mindeststandards)","https://www.openpetition.de/petition/online/menschenwuerdige-unterkuenfte-fuer-fluechtlinge-mit-bundesweit-gueltigen-mindeststandards"
"Asyl Verlängerung trotz Deutsche Post Streik","https://www.openpetition.de/petition/online/asyl-verlaengerung-trotz-deutsche-post-streik"
"Legalisierung von Marihuana in DE","https://www.openpetition.de/petition/online/legalisierung-von-marihuana-in-de"
"Verlängerung der Gelbphase von Ampelanlagen von 3 auf 4 Sekunden innerorts","https://www.openpetition.de/petition/online/verlangerung-der-gelbphase-von-ampelanlagen-von-3-auf-4-sekunden-innerorts"
"Fairplay im deutschen Profifußball! Der Videobeweis gegen Spielmanipulation","https://www.openpetition.de/petition/online/fairplay-im-deutschen-profifussball-der-videobeweis-gegen-spielmanipulation"
"Englisch in allen Schulen, auch Förderschulen und sonstigen Schulen","https://www.openpetition.de/petition/online/englisch-in-allen-schulen-auch-foerderschulen-und-sonstigen-schulen"
"Wir fordern die Sanierung des Sportgebäudes der Pädagogischen Hochschule Ludwigsburg","https://www.openpetition.de/petition/online/wir-fordern-die-sanierung-des-sportgebaeudes-der-paedagogischen-hochschule-ludwigsburg"
"Frau Familienministerin, ersetzen Sie den Begriff der ""Alleinerziehenden""","https://www.openpetition.de/petition/online/frau-familienministerin-ersetzen-sie-den-begriff-der-alleinerziehenden"
"Bessere finanzielle Unterstützung für die Auszubildende","https://www.openpetition.de/petition/online/bessere-finanzielle-unterstuetzung-fuer-die-auszubildende"
"Erweiterung des Gesetzes zur Erwerbsunfähigkeit für Schwerbehinderte.","https://www.openpetition.de/petition/online/erweiterung-des-gesetzes-zur-erwerbsunfaehig-fuer-schwerbehinderte"
"Wir fordern das Untersuchen des Doping-Skandals vom FK Schachtar Donezk-Spieler ""FRED""","https://www.openpetition.de/petition/online/wir-fordern-das-untersuchen-des-doping-skandals-vom-fk-schachtar-donezk-spieler-fred"
"Samsung Galaxy Note 5 für Deutschland","https://www.openpetition.de/petition/online/samsung-galaxy-note-5-fuer-deutschland"
"Wir fordern die Abschaffung der Rauchmelderpflicht in Wohnungen.","https://www.openpetition.de/petition/online/wir-fordern-die-abschaffung-der-rauchmelderpflicht-in-wohnungen"
"PETITION gegen RTL2, nicht alle maskulinen Lesben die tattoowiert sind sind asozial!!!","https://www.openpetition.de/petition/online/petition-gegen-rtl2-nicht-alle-maskulinen-lesben-die-tattoowiert-sind-sind-asozial"
"Endlich Flüchtlingsbeauftragter für Hamburg und Untersuchungsausschuss für bisherige Versäumnisse!","https://www.openpetition.de/petition/online/endlich-fluechtlingsbeauftragter-fuer-hamburg-und-untersuchungsausschuss-fuer-bisherige-versaeumniss"
"Musikquote im Deutschen Radio","https://www.openpetition.de/petition/online/musikquote-im-deutschen-radio"
"Gegen das Arbeitspapier ""Gymnasium 2020"" !","https://www.openpetition.de/petition/online/gegen-das-arbeitspapier-gymnasium-2020"
"Wir wollen Frufoo zurück!","https://www.openpetition.de/petition/online/wir-wollen-frufoo-zurueck"
"Verbot von Rauchen auf allen öffentlichen Plätzen","https://www.openpetition.de/petition/online/verbot-von-rauchen-auf-allen-oeffentlichen-plaetzen"
"Strassensanierung/Strassenerneuerung Nordring in Kamen","https://www.openpetition.de/petition/online/strassensanierung-strassenerneuerung-nordring-in-kamen"
"Änderung des Arbeitsrechtes im Punkt Freistellung durch den Arbeitgeber","https://www.openpetition.de/petition/online/aenderung-des-arbeitsrechtes-im-punkt-freistellung-durch-den-arbeitgeber"
"Netflix Offlinemodus - Einführung eines Offlinemodus für die Smartphone Apps","https://www.openpetition.de/petition/online/netflix-offlinemodus-einfuehrung-eines-offlinemodus-fuer-die-smartphone-apps"
"Freiheitsspaß für Kinder und Senioren","https://www.openpetition.de/petition/online/freiheitsspass-fuer-kinder-und-senioren"
"Keine Tiere veim Stuttgarter Volksfest","https://www.openpetition.de/petition/online/keine-tiere-veim-stuttgarter-volksfest"
"Nein Danke , keine Hähnchenmastanlage Gleina /Altenburger Land !","https://www.openpetition.de/petition/online/nein-danke-keine-haehnchenmastanlage-gleina-altenburger-land"
"Girls und Panzer für Deutschland","https://www.openpetition.de/petition/online/girls-und-panzer-fuer-deutschland"
"Weiterführung der Verkehrsinstruktion der Polizei BL","https://www.openpetition.de/petition/online/weiterfuehrung-der-verkehrsinstruktion-der-polizei-bl"
"Aufnahme der Regionalsprachen Alemannisch, Schwäbisch und Südfränkisch in die Landesverfassung BW's","https://www.openpetition.de/petition/online/aufnahme-der-regionalsprachen-alemannisch-schwaebisch-und-suedfraenkisch-in-die-landesverfassung-bws"
"""Stoppt die Hetze gegen den Islam!"" - ""Stop rushing against Islam!""","https://www.openpetition.de/petition/online/stoppt-die-hetze-gegen-den-islam-stop-rushing-against-islam"
"Tiere sind Lebewesen & keine Sache!","https://www.openpetition.de/petition/online/tiere-sind-lebewesen-keine-sache"
